Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
16939,Phường Hoà Hiếu,,Phường,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
16993,Phường Quang Phong,,Phường,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
16994,Phường Quang Tiến,,Phường,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
17003,Phường Long Sơn,,Phường,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
17005,Xã Nghĩa Tiến,,Xã,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
17008,Xã Nghĩa Mỹ,,Xã,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
17011,Xã Tây Hiếu,,Xã,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
17014,Xã Nghĩa Thuận,,Xã,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
17017,Xã Đông Hiếu,,Xã,414,Thị xã Thái Hoà,40,Tỉnh Nghệ An
16738,Thị trấn Kim Sơn,,Thị trấn,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16741,Xã Thông Thụ,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16744,Xã Đồng Văn,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16747,Xã Hạnh Dịch,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16750,Xã Tiền Phong,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16753,Xã Nậm Giải,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16756,Xã Tri Lễ,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16759,Xã Châu Kim,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16763,Xã Mường Nọc,Que Son Commune,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16765,Xã Châu Thôn,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16768,Xã Nậm Nhoóng,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16771,Xã Quang Phong,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16774,Xã Căm Muộn,,Xã,415,Huyện Quế Phong,40,Tỉnh Nghệ An
16777,Thị trấn Tân Lạc,,Thị trấn,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16780,Xã Châu Bính,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16783,Xã Châu Thuận,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16786,Xã Châu Hội,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16789,Xã Châu Nga,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16792,Xã Châu Tiến,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16795,Xã Châu Hạnh,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16798,Xã Châu Thắng,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16801,Xã Châu Phong,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16804,Xã Châu Bình,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16807,Xã Châu Hoàn,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16810,Xã Diên Lãm,,Xã,416,Huyện Quỳ Châu,40,Tỉnh Nghệ An
16813,Thị trấn Mường Xén,,Thị trấn,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16816,Xã Mỹ Lý,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16819,Xã Bắc Lý,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16822,Xã Keng Đu,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16825,Xã Đoọc Mạy,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16828,Xã Huồi Tụ,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16831,Xã Mường Lống,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16834,Xã Na Loi,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16837,Xã Nậm Cắn,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16840,Xã Bảo Nam,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16843,Xã Phà Đánh,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16846,Xã Bảo Thắng,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16849,Xã Hữu Lập,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16852,Xã Tà Cạ,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16855,Xã Chiêu Lưu,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16858,Xã Mường Típ,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16861,Xã Hữu Kiệm,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16864,Xã Tây Sơn,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16867,Xã Mường Ải,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16870,Xã Na Ngoi,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16873,Xã Nậm Càn,,Xã,417,Huyện Kỳ Sơn,40,Tỉnh Nghệ An
16876,Thị trấn Thạch Giám,,Thị trấn,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16879,Xã Mai Sơn,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16882,Xã Nhôn Mai,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16885,Xã Hữu Khuông,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16900,Xã Yên Tĩnh,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16903,Xã Nga My,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16904,Xã Xiêng My,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16906,Xã Lưỡng Minh,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16909,Xã Yên Hòa,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16912,Xã Yên Na,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16915,Xã Lưu Kiền,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16921,Xã Xá Lượng,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16924,Xã Tam Thái,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16927,Xã Tam Đình,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16930,Xã Yên Thắng,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16933,Xã Tam Quang,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16936,Xã Tam Hợp,,Xã,418,Huyện Tương Dương,40,Tỉnh Nghệ An
16941,Thị trấn Nghĩa Đàn,,Thị trấn,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16942,Xã Nghĩa Mai,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16945,Xã Nghĩa Yên,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16948,Xã Nghĩa Lạc,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16951,Xã Nghĩa Lâm,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16954,Xã Nghĩa Sơn,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16957,Xã Nghĩa Lợi,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16960,Xã Nghĩa Bình,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16963,Xã Nghĩa Thọ,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16966,Xã Nghĩa Minh,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16969,Xã Nghĩa Phú,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16972,Xã Nghĩa Hưng,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16975,Xã Nghĩa Hồng,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16978,Xã Nghĩa Thịnh,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16981,Xã Nghĩa Trung,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16984,Xã Nghĩa Hội,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16987,Xã Nghĩa Thành,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
16996,Xã Nghĩa Hiếu,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
17020,Xã Nghĩa Đức,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
17023,Xã Nghĩa An,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
17026,Xã Nghĩa Long,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
17029,Xã Nghĩa Lộc,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
17032,Xã Nghĩa Khánh,,Xã,419,Huyện Nghĩa Đàn,40,Tỉnh Nghệ An
17035,Thị trấn Quỳ Hợp,,Thị trấn,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17038,Xã Yên Hợp,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17041,Xã Châu Tiến,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17044,Xã Châu Hồng,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17047,Xã Đồng Hợp,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17050,Xã Châu Thành,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17053,Xã Liên Hợp,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17056,Xã Châu Lộc,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17059,Xã Tam Hợp,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17062,Xã Châu Cường,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17065,Xã Châu Quang,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17068,Xã Thọ Hợp,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17071,Xã Minh Hợp,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17074,Xã Nghĩa Xuân,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17077,Xã Châu Thái,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17080,Xã Châu Đình,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17083,Xã Văn Lợi,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17086,Xã Nam Sơn,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17089,Xã Châu Lý,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17092,Xã Hạ Sơn,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17095,Xã Bắc Sơn,,Xã,420,Huyện Quỳ Hợp,40,Tỉnh Nghệ An
17098,Thị trấn Cầu Giát,,Thị trấn,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17101,Xã Quỳnh Thắng,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17119,Xã Quỳnh Tân,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17122,Xã Quỳnh Châu,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17140,Xã Tân Sơn,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17143,Xã Quỳnh Văn,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17146,Xã Ngọc Sơn,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17149,Xã Quỳnh Tam,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17152,Xã Quỳnh Hoa,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17155,Xã Quỳnh Thạch,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17158,Xã Quỳnh Bảng,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17161,Xã Quỳnh Mỹ,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17164,Xã Quỳnh Thanh,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17167,Xã Quỳnh Hậu,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17170,Xã Quỳnh Lâm,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17173,Xã Quỳnh Đôi,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17176,Xã Quỳnh Lương,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17179,Xã Quỳnh Hồng,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17182,Xã Quỳnh Yên,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17185,Xã Quỳnh Bá,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17188,Xã Quỳnh Minh,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17191,Xã Quỳnh Diễn,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17194,Xã Quỳnh Hưng,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17197,Xã Quỳnh Giang,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17200,Xã Quỳnh Ngọc,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17203,Xã Quỳnh Nghĩa,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17206,Xã An Hòa,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17209,Xã Tiến Thủy,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17212,Xã Sơn Hải,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17215,Xã Quỳnh Thọ,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17218,Xã Quỳnh Thuận,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17221,Xã Quỳnh Long,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17224,Xã Tân Thắng,,Xã,421,Huyện Quỳnh Lưu,40,Tỉnh Nghệ An
17227,Thị trấn Con Cuông,,Thị trấn,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17230,Xã Bình Chuẩn,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17233,Xã Lạng Khê,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17236,Xã Cam Lâm,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17239,Xã Thạch Ngàn,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17242,Xã Đôn Phục,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17245,Xã Mậu Đức,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17248,Xã Châu Khê,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17251,Xã Chi Khê,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17254,Xã Bồng Khê,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17257,Xã Yên Khê,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17260,Xã Lục Dạ,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17263,Xã Môn Sơn,,Xã,422,Huyện Con Cuông,40,Tỉnh Nghệ An
17266,Thị trấn Tân Kỳ,,Thị trấn,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17269,Xã Tân Hợp,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17272,Xã Tân Phú,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17275,Xã Tân Xuân,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17278,Xã Giai Xuân,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17281,Xã Nghĩa Bình,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17284,Xã Nghĩa Đồng,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17287,Xã Đồng Văn,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17290,Xã Nghĩa Thái,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17293,Xã Nghĩa Hợp,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17296,Xã Nghĩa Hoàn,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17299,Xã Nghĩa Phúc,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17302,Xã Tiên Kỳ,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17305,Xã Tân An,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17308,Xã Nghĩa Dũng,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17311,Xã Tân Long,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17314,Xã Kỳ Sơn,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17317,Xã Hương Sơn,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17320,Xã Kỳ Tân,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17323,Xã Phú Sơn,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17325,Xã Tân Hương,Tan Huong Commune,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17326,Xã Nghĩa Hành,,Xã,423,Huyện Tân Kỳ,40,Tỉnh Nghệ An
17329,Thị trấn Anh Sơn,,Thị trấn,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17332,Xã Thọ Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17335,Xã Thành Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17338,Xã Bình Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17341,Xã Tam Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17344,Xã Đỉnh Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17347,Xã Hùng Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17350,Xã Cẩm Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17353,Xã Đức Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17356,Xã Tường Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17357,Xã Hoa Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17359,Xã Tào Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17362,Xã Vĩnh Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17365,Xã Lạng Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17368,Xã Hội Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17371,Xã Thạch Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17374,Xã Phúc Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17377,Xã Long Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17380,Xã Khai Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17383,Xã Lĩnh Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17386,Xã Cao Sơn,,Xã,424,Huyện Anh Sơn,40,Tỉnh Nghệ An
17389,Thị trấn Diễn Châu,,Thị trấn,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17392,Xã Diễn Lâm,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17395,Xã Diễn Đoài,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17398,Xã Diễn Trường,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17401,Xã Diễn Yên,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17404,Xã Diễn Hoàng,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17407,Xã Diễn Hùng,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17410,Xã Diễn Mỹ,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17413,Xã Diễn Hồng,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17416,Xã Diễn Phong,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17419,Xã Diễn Hải,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17422,Xã Diễn Tháp,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17425,Xã Diễn Liên,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17428,Xã Diễn Vạn,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17431,Xã Diễn Kim,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17434,Xã Diễn Kỷ,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17437,Xã Diễn Xuân,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17440,Xã Diễn Thái,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17443,Xã Diễn Đồng,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17446,Xã Diễn Bích,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17449,Xã Diễn Hạnh,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17452,Xã Diễn Ngọc,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17455,Xã Diễn Quảng,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17458,Xã Diễn Nguyên,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17461,Xã Diễn Hoa,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17464,Xã Diễn Thành,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17467,Xã Diễn Phúc,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17476,Xã Diễn Cát,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17479,Xã Diễn Thịnh,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17482,Xã Diễn Tân,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17485,Xã Minh Châu,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17488,Xã Diễn Thọ,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17491,Xã Diễn Lợi,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17494,Xã Diễn Lộc,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17497,Xã Diễn Trung,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17500,Xã Diễn An,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17503,Xã Diễn Phú,,Xã,425,Huyện Diễn Châu,40,Tỉnh Nghệ An
17506,Thị trấn Yên Thành,,Thị trấn,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17509,Xã Mã Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17510,Xã Tiến Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17512,Xã Lăng Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17515,Xã Tân Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17518,Xã Đức Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17521,Xã Kim Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17524,Xã Hậu Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17525,Xã Hùng Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17527,Xã Đô Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17530,Xã Thọ Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17533,Xã Quang Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17536,Xã Tây Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17539,Xã Phúc Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17542,Xã Hồng Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17545,Xã Đồng Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17548,Xã Phú Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17551,Xã Hoa Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17554,Xã Tăng Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17557,Xã Văn Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17560,Xã Thịnh Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17563,Xã Hợp Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17566,Xã Xuân Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17569,Xã Bắc Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17572,Xã Nhân Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17575,Xã Trung Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17578,Xã Long Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17581,Xã Minh Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17584,Xã Nam Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17587,Xã Vĩnh Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17590,Xã Lý Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17593,Xã Khánh Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17596,Xã Viên Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17599,Xã Đại Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17602,Xã Liên Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17605,Xã Bảo Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17608,Xã Mỹ Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
17611,Xã Công Thành,,Xã,426,Huyện Yên Thành,40,Tỉnh Nghệ An
